source	target	type	source_id	id	label	name	category_code	crunchbase_url	funded_month	source_description	round_code	raised_amount	permalink	source_url	raised_currency_code	funded_year	funded_day
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665845 {""stub"":"""",""visited"":""False"",""permalink"":""goldbely"",""name"":""Goldbely""})"	funded		500-startups__goldbely	funded					A Visit To Goldbely, The Fancy Food Delivery Startup That Just Gobbled Up $3M Led By Intel Capital	seed	3000000.0	500-startups__goldbely	http://techcrunch.com/2013/09/17/goldbely-funding-video-demo/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665846 {""stub"":"""",""visited"":""False"",""permalink"":""angellist"",""name"":""AngelList""})"	funded		500-startups__angellist	funded					How AngelList Hacked Its $24M Round	unattributed	24000000.0	500-startups__angellist	http://techcrunch.com/2013/09/23/angellist/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665847 {""stub"":"""",""visited"":""False"",""permalink"":""formafina"",""name"":""FormaFina""})"	funded		500-startups__formafina	funded					FormaFina, A Fab For The New Rich Of South America, Raises $1.4M	seed	1400000.0	500-startups__formafina	http://techcrunch.com/2013/09/23/formafina-a-fab-for-the-new-rich-of-south-america-raises-1-4m/?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665849 {""stub"":"""",""visited"":""False"",""permalink"":""le-tote"",""name"":""LE TOTE""})"	funded		500-startups__le-tote	funded					Techcrunch	seed	1750000.0	500-startups__le-tote	http://techcrunch.com/2013/07/31/backed-by-a16z-google-ventures-and-others-le-tote-is-a-personalized-fashion-stylist-for-everyday-wear/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665850 {""stub"":"""",""visited"":""False"",""permalink"":""hireart"",""name"":""HireArt""})"	funded		500-startups__hireart	funded					HireArt, A Job Applicant Screening Service Used By Airbnb, Cisco, eBay & Others, Launches A Lower-Priced Option	seed	1400000.0	500-startups__hireart	http://techcrunch.com/2013/09/30/hireart-a-job-applicant-screening-service-used-by-airbnb-cisco-ebay-others-gets-more-affordable/	USD	2012	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665851 {""stub"":"""",""visited"":""False"",""permalink"":""mattermark"",""name"":""Mattermark""})"	funded		500-startups__mattermark	funded					Backed By NEA And Andreessen Horowitz, Mattermark (Formerly Referly) Wants To Be The Data Signaling Platform For VCs	convertible	400000.0	500-startups__mattermark	http://techcrunch.com/2013/06/04/backed-by-nea-andreessen-horowitz-mattermark-formerly-referly-wants-to-be-the-data-signaling-platform-for-vcs/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665768 {""stub"":"""",""visited"":""False"",""permalink"":""veduca"",""name"":""Veduca""})"	funded		500-startups__veduca	funded						seed	500000.0	500-startups__veduca		USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665852 {""stub"":"""",""visited"":""False"",""permalink"":""smart-bites"",""name"":""OKpanda""})"	funded		500-startups__smart-bites	funded					OKpanda Lands $1.4M From 500 Startups, Mafia Wars & Tapjoy Founders To Bring Better English Language Learning To Asia	seed	1400000.0	500-startups__smart-bites	http://techcrunch.com/2013/10/20/okpanda-lands-1-4m-from-500-startups-mafia-wars-tapjoy-founders-to-bring-better-english-language-learning-to-asia/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665734 {""stub"":"""",""visited"":""False"",""permalink"":""ad-hoc-labs"",""name"":""Ad Hoc Labs""})"	funded		500-startups__ad-hoc-labs	funded					Identity evangelist: Burner gets $2M to help consumers reclaim control of their mobile communications	a	2000000.0	500-startups__ad-hoc-labs	http://pandodaily.com/2013/09/26/identity-evangelist-burner-gets-2m-to-help-consumers-reclaim-control-of-their-mobile-communications/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665853 {""stub"":"""",""visited"":""False"",""permalink"":""supplyhog"",""name"":""SupplyHog""})"	funded		500-startups__supplyhog	funded					SEC	seed	2500000.0	500-startups__supplyhog	http://www.sec.gov/Archives/edgar/data/1577572/000157757213000001/xslFormDX01/primary_doc.xml	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665854 {""stub"":"""",""visited"":""False"",""permalink"":""betterdoctor-inc"",""name"":""BetterDoctor""})"	funded		500-startups__betterdoctor-inc	funded					With $2.6M From SoftTech, 500 Startups & More, BetterDoctor Wants To Take The Pain Out Of Finding The Best Local Care	seed	2600000.0	500-startups__betterdoctor-inc	http://techcrunch.com/2013/10/22/with-2-6m-from-softtech-500-startups-more-betterdoctor-wants-to-take-the-pain-out-of-finding-the-best-local-care/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665855 {""stub"":"""",""visited"":""False"",""permalink"":""the-daily-muse"",""name"":""The Daily Muse""})"	funded		500-startups__the-daily-muse	funded					VC Funding: Q2 2013 source	unattributed	1200000.0	500-startups__the-daily-muse		USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665703 {""stub"":"""",""visited"":""False"",""permalink"":""keen"",""name"":""Keen IO""})"	funded		500-startups__keen	funded					Keen IO Raises $2.35M For Its Custom Analytics Platform	seed	2350000.0	500-startups__keen	http://techcrunch.com/2013/10/23/keen-io-funding/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665856 {""stub"":"""",""visited"":""False"",""permalink"":""imoney-group"",""name"":""iMoney Group""})"	funded		500-startups__imoney-group	funded					Malaysia-Based iMoney Raises $2M Series A To Help Consumers Compare Financial Services	a	2000000.0	500-startups__imoney-group	http://techcrunch.com/2013/10/24/malaysia-based-imoney-raises-2m-series-a-to-help-consumers-compare-financial-services/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665857 {""stub"":"""",""visited"":""False"",""permalink"":""keen-systems"",""name"":""Keen Systems""})"	funded		500-startups__keen-systems	funded					Keen Nabs $925K From 500 Startups To Bring eCommerce Sexy To An Unsexy Print Industry	seed	925000.0	500-startups__keen-systems	http://techcrunch.com/2012/08/09/keen-systems-seed-raise/	USD	2012	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665858 {""stub"":"""",""visited"":""False"",""permalink"":""fara"",""name"":""Fara""})"	funded		500-startups__fara	funded					SEC	partial	792500.0	500-startups__fara	http://www.sec.gov/Archives/edgar/data/1553689/000155368912000002/xslFormDX01/primary_doc.xml	USD	2012	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665859 {""stub"":"""",""visited"":""False"",""permalink"":""flydata"",""name"":""FlyData""})"	funded		500-startups__flydata	funded					Hapyrus	seed	680000.0	500-startups__flydata	http://www.venturedeal.com/VentureCapital/75785fc8-f71d-4e3c-bc81-33e10a16e872/Hapyrus-Receives-$680,000/Default.aspx	USD	2011	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665860 {""stub"":"""",""visited"":""False"",""permalink"":""mojio"",""name"":""mojio""})"	funded		500-startups__mojio	funded					Mojio Secures $2.3 Million Seed Financing Led by Relay Ventures	seed	2300000.0	500-startups__mojio	http://www.techvibes.com/blog/mojio-secures-23-million-seed-financing-led-by-relay-ventures-2013-10-29	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665862 {""stub"":"""",""visited"":""False"",""permalink"":""locbox-labs"",""name"":""LocBox Labs""})"	funded		500-startups__locbox-labs	funded					LocBox Labs	unattributed	5041000.0	500-startups__locbox-labs	http://www.venturedeal.com/VentureCapital/4091b70e-b84c-4dd3-b681-3d556a3adc48/LocBox%20Labs-Receives-$5,041,000/Default.aspx	USD	2012	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665863 {""stub"":"""",""visited"":""False"",""permalink"":""hinge"",""name"":""Hinge""})"	funded		500-startups__hinge	funded					If Tinder Is For Hookups, Hinge Is For Relationships And It Just Raised $4M	a	4000000.0	500-startups__hinge	http://techcrunch.com/2013/11/04/if-tinder-is-for-hookups-hinge-is-for-relationships-and-it-just-raised-4m/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665713 {""stub"":"""",""visited"":""False"",""permalink"":""mediaspike"",""name"":""MediaSpike""})"	funded		500-startups__mediaspike	funded					MediaSpike Raises $5.2M To Bring More Product Placement To Mobile And Social Games	a	5200000.0	500-startups__mediaspike	http://techcrunch.com/2013/11/04/mediaspike-series-a/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665864 {""stub"":"""",""visited"":""False"",""permalink"":""maillift"",""name"":""MailLift""})"	funded		500-startups__maillift	funded					MailLift: handwritten letter service for marketers	seed	50000.0	500-startups__maillift	http://agbeat.com/tech-news/maillift-handwritten-letter-service-marketers/	USD	2013	
